Motilal Oswal Focused 25 Fund (MOF25) - Direct Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25) - Regular Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,SBI FOCUSED EQUITY FUND - DIRECT PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,SBI FOCUSED EQUITY FUND - REGULAR  PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,Baroda Banking And Financial Services Fund - Plan A - Bonus Option,Baroda Banking and Financial Services Fund - Plan A - Dividend,Baroda Banking and Financial Services Fund - Plan A - Growth Option,Sundaram Select Focus - Direct Plan - Dividend Option,Sundaram Select Focus - Direct Plan - Growth Option,Sundaram Select Focus-Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,HDFC Focused 30 Fund - DIVIDEND,HDFC Focused 30 Fund - GROWTH,HDFC Focused 30 Fund -Direct Plan - Dividend Option,ICICI Prudential Focused Equity Fund - Direct Plan - Dividend,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Focused Equity Fund - Dividend
19.3009,17.3334,26.2023,23.9162,40.7155,167.102,28.683,156.8164,,16.97,24.97,14.1437,199.6251,13.3035,20.79,31.9,16.23,30.02,15.587,73.502,17.193,23.27,30.61,14.06
19.6658,17.6606,26.6977,24.3676,41.2633,169.3505,29.0681,158.9213,,17.37,25.56,14.4152,203.456,13.5585,21.24,32.58,16.57,30.66,15.949,75.207,17.592,23.67,31.13,14.29
19.9044,17.8742,27.0216,24.6623,41.5143,170.3803,29.244,159.8827,,17.54,25.81,14.5544,205.4215,13.6892,21.42,32.86,16.71,30.92,16.144,76.126,17.808,23.81,31.32,14.38
19.9844,17.9455,27.1302,24.7607,41.8397,171.7161,29.4724,161.1316,,17.67,26,14.5889,205.9077,13.7212,21.72,33.31,16.94,31.35,16.269,76.715,17.946,24.01,31.58,14.5
19.9481,17.9123,27.0809,24.7149,41.9076,171.9942,29.5193,161.3879,,17.65,25.97,14.6376,206.5948,13.7667,21.73,33.33,16.95,31.37,16.266,76.704,17.944,24.05,31.63,14.52
20.088,18.0361,27.2708,24.8857,41.8478,171.7489,29.4747,161.1443,,17.6,25.89,14.5962,206.0107,13.7268,21.65,33.22,16.89,31.26,16.165,76.226,17.833,23.69,31.16,14.31
20.0281,17.9818,27.1895,24.8107,42.0126,172.4253,29.59,161.7747,,17.7,26.04,14.6469,206.726,13.7741,21.77,33.4,16.98,31.42,16.23,76.532,17.905,23.79,31.29,14.37
20.1848,18.1219,27.4023,25.0041,42.0106,172.4169,29.5878,161.7625,,17.81,26.21,14.7622,208.3534,13.8822,21.85,33.51,17.04,31.53,16.262,76.684,17.941,23.78,31.27,14.36
20.1822,18.1189,27.3988,25,42.1688,173.066,29.6984,162.3673,,17.69,26.03,14.7337,207.9519,13.8551,21.67,33.24,16.9,31.27,16.253,76.642,17.931,23.81,31.31,14.38
19.923,17.8857,27.0469,24.6781,42.0113,172.4202,29.5867,161.7569,,17.57,25.86,14.733,207.9421,13.8541,21.5,32.98,16.77,31.03,16.065,75.755,17.724,23.67,31.14,14.29
19.7636,17.7407,26.8304,24.4782,41.9609,172.2132,29.5487,161.5491,,17.57,25.85,14.6547,206.8364,13.7795,21.28,32.64,16.6,30.7,15.875,74.857,17.516,23.49,30.89,14.18
19.7672,17.7434,26.8354,24.4818,41.6904,171.1033,29.3574,160.5029,,17.55,25.82,14.6054,206.1405,13.7328,21.19,32.51,16.53,30.58,15.887,74.914,17.529,23.43,30.81,14.14
19.9985,17.9504,27.1494,24.7675,42.1266,172.8936,29.6636,162.1772,,17.72,26.07,14.7878,208.7157,13.904,21.44,32.89,16.72,30.94,16.088,75.862,17.751,23.56,30.98,14.22
20.0091,17.9593,27.1638,24.7798,42.2102,173.2366,29.7215,162.4939,,17.78,26.16,14.7639,208.3778,13.8812,21.52,33.01,16.78,31.05,16.11,75.967,17.776,23.61,31.05,14.25
19.7066,17.6853,26.753,24.4017,41.7558,171.3719,29.398,160.7252,,17.49,25.73,14.5059,204.7366,13.6374,21.1,32.37,16.46,30.45,13.835,74.365,15.468,23.32,30.67,14.08
19.6396,17.6247,26.6622,24.318,41.6585,170.9723,29.3286,160.3462,,17.48,25.72,14.4458,203.889,13.5807,21.09,32.35,16.44,30.42,13.774,74.036,15.4,23.2,30.51,14
19.4309,17.4368,26.3788,24.0587,41.5449,170.5063,29.2478,159.9048,,17.4,25.6,14.3292,202.2424,13.4707,20.92,32.08,16.31,30.17,13.596,73.081,15.202,22.94,30.17,13.85
19.4022,17.4104,26.3399,24.0224,41.4759,170.2231,29.1985,159.6348,,17.33,25.5,14.2762,201.4948,13.4207,20.86,31.99,16.26,30.09,13.458,72.335,15.047,22.79,29.97,13.76
18.9156,16.9732,25.6793,23.4191,40.2865,165.3415,28.3603,155.0527,,16.74,24.64,13.8713,195.7798,13.0398,20.1,30.83,15.67,28.99,12.954,69.627,14.484,22.14,29.12,13.36
18.8026,16.87,25.5258,23.2768,39.9079,163.788,28.0916,153.5835,,16.61,24.44,13.7674,194.3141,12.9414,19.94,30.58,15.54,28.76,12.801,68.808,14.315,21.95,28.87,13.25
19.027,17.0707,25.8304,23.5537,40.2519,165.1999,28.333,154.9032,,16.79,24.7,13.9386,196.7293,13.1019,20.14,30.89,15.7,29.05,13.055,70.176,14.6,22.41,29.48,13.53
18.8919,16.949,25.6471,23.3857,39.7428,163.1105,27.9739,152.9403,,16.55,24.35,13.7993,194.7631,12.9707,19.84,30.43,15.46,28.61,12.903,69.357,14.428,22.46,29.54,13.55
18.9789,17.0265,25.7652,23.4926,40.0763,164.4801,28.2081,154.2204,,16.58,24.4,13.8088,194.8974,12.9793,20.01,30.69,15.6,28.86,12.917,69.434,14.444,22.57,29.68,13.62
18.6649,16.7442,25.3389,23.1031,39.469,161.9873,27.7799,151.8796,,16.11,23.71,13.541,191.1184,12.7274,19.37,29.71,15.1,27.94,12.56,67.511,14.045,22.12,29.09,13.35
17.8859,16.0437,24.2813,22.1366,38.233,156.9144,26.9079,147.1121,,15.43,22.71,12.9742,183.1178,12.1937,18.4,28.22,14.34,26.53,12.04,64.717,13.464,21.52,28.3,12.98
17.7432,15.9146,24.0876,21.9585,37.8905,155.5088,26.6656,145.7872,,15.46,22.74,12.9892,183.3302,12.2073,18.38,28.19,14.33,26.51,11.959,64.284,13.375,21.22,27.91,12.8
16.4424,14.7473,22.3217,20.3479,35.143,144.2335,24.7313,135.2125,,14.22,20.93,11.9935,169.2766,11.2712,16.8,25.77,13.1,24.23,10.887,58.518,12.175,19.64,25.84,11.85
17.0002,15.2471,23.079,21.0375,36.3776,149.3006,25.5995,139.9579,,14.79,21.76,12.4391,175.5659,11.6897,17.41,26.7,13.57,25.11,11.394,61.244,12.743,20.36,26.78,12.29
15.975,14.3262,21.6872,19.7668,34.708,142.4482,24.4226,133.5231,,13.66,20.09,11.5847,163.5065,10.886,16.11,24.71,12.56,23.23,10.644,57.216,11.906,19.11,25.13,11.53
15.6327,14.0187,21.2226,19.3426,33.8962,139.1164,23.8507,130.3965,,13.04,19.18,11.2484,158.7598,10.5697,15.38,23.59,11.99,22.18,10.459,56.217,11.697,18.79,24.71,11.34
14.6523,13.1391,19.8917,18.1289,32.5333,133.5238,22.8911,125.1503,,12.26,18.04,10.5765,149.2776,9.9382,14.26,21.87,11.11,20.56,9.977,53.627,11.158,18.11,23.82,10.93
14.31,12.8317,19.4269,17.7048,31.6159,129.7618,22.2453,121.62,,11.89,17.49,10.325,145.7272,9.7016,13.71,21.03,10.68,19.77,9.62,51.705,10.76,17.88,23.51,10.78
14.9899,13.4408,20.3499,18.5453,32.2848,132.5024,22.7153,124.1892,,12.15,17.88,10.7221,151.3317,10.0745,14.09,21.61,10.98,20.32,10.01,53.806,11.197,18.81,24.74,11.34
12.3107,11.2607,17.9345,16.3424,28.3907,116.5217,19.9741,109.2024,,10.22,15.04,9.362,132.1356,8.7959,11.55,17.72,9,16.65,8.787,47.229,9.829,16.98,22.33,10.24
12.5185,11.4504,18.2372,16.6177,28.7937,118.1749,20.2571,110.7483,,10.35,15.22,9.5206,134.3741,8.9446,11.7,17.95,9.12,16.87,8.883,47.743,9.936,17.14,22.55,10.34
13.3445,12.2055,19.4404,17.7135,30.0743,123.4316,21.1575,115.6708,,11.11,16.35,10.1147,142.7603,9.5026,12.5,19.18,9.74,18.02,9.249,49.714,10.347,17.66,23.22,10.65
13.9881,12.7938,20.3781,18.5673,31.083,127.5717,21.8666,119.5455,,11.7,17.22,10.5721,149.2153,9.932,13.45,20.64,10.48,19.39,9.54,51.276,10.672,18.13,23.85,10.94
13.9314,12.7415,20.2955,18.4914,31.1667,127.9191,21.9248,119.8656,,11.82,17.39,10.5551,148.9753,9.9158,13.47,20.68,10.5,19.43,9.671,51.984,10.82,18.14,23.86,10.94
13.4937,12.3375,19.6566,17.905,30.3344,124.5009,21.338,116.6575,,11.24,16.54,10.1753,143.6146,9.5583,12.72,19.52,9.91,18.34,9.384,50.436,10.499,17.75,23.34,10.7
13.9557,12.7594,20.3295,18.5173,31.1552,127.8698,21.9149,119.811,,11.43,16.82,10.5653,149.1187,9.9244,12.88,19.77,10.04,18.57,9.867,53.033,11.04,18.52,24.36,11.17
13.5648,12.4016,19.76,17.998,30.5197,125.2605,21.467,117.3625,,10.95,16.12,10.226,144.3297,9.6054,12.46,19.12,9.71,17.96,9.549,51.323,10.684,17.97,23.63,10.83
13.2077,12.0742,19.2398,17.523,30.1181,123.6124,21.1832,115.8109,,10.4,15.3,10.0793,142.2602,9.4672,11.89,18.25,9.27,17.14,9.5,51.061,10.631,17.99,23.66,10.85
14.2101,12.9883,20.7001,18.8496,31.7152,130.1611,22.3028,121.9315,,11.3,16.63,10.9125,154.0198,10.2489,12.75,19.57,9.93,18.38,10.113,54.355,11.317,19.25,25.32,11.61
14.3528,13.1183,20.908,19.0383,31.9704,131.2083,22.4811,122.9091,,11.3,16.63,10.9274,154.2291,10.2625,12.85,19.71,10.01,18.52,10.072,54.137,11.272,19.4,25.51,11.7
14.966,13.6783,21.8012,19.8509,32.9763,135.3403,23.1877,126.7726,,11.86,17.45,11.3018,159.5137,10.6139,13.46,20.65,10.48,19.39,10.404,55.922,11.644,20.16,26.51,12.15
14.7467,13.476,21.4817,19.5573,32.6436,133.9752,22.9509,125.4789,,11.56,17.01,11.1904,157.9414,10.5083,13,19.95,10.13,18.73,10.35,55.628,11.585,20.13,26.47,12.13
14.5988,13.3399,21.2662,19.3598,32.5837,133.7294,22.9073,125.2403,,11.42,16.8,11.1573,157.4742,10.4768,12.85,19.72,10.01,18.52,10.34,55.575,11.574,20.26,26.65,12.21
14.7158,13.4464,21.4368,19.5144,32.6572,134.0295,22.9583,125.5192,,11.6,17.07,11.2534,158.8309,10.5668,13.12,20.14,10.22,18.91,10.529,56.59,11.786,20.5,26.95,12.35
15.1367,13.8305,22.0498,20.0717,33.2205,136.3454,23.3536,127.6805,,12.3,18.1,11.5545,163.0813,10.8493,13.86,21.26,10.79,19.96,10.86,58.374,12.159,20.63,27.13,12.44
15.1892,13.877,22.1264,20.1394,33.3034,136.6839,23.4094,127.9854,,12.13,17.85,11.5918,163.6069,10.8835,13.75,21.1,10.71,19.81,10.899,58.582,12.203,20.69,27.21,12.47
14.7924,13.514,21.5483,19.6125,32.6735,134.0986,22.9659,125.5608,,11.53,16.96,11.3099,159.6289,10.6186,13.05,20.03,10.17,18.81,10.581,56.873,11.848,20.11,26.45,12.12
14.9886,13.6928,21.8341,19.872,32.9255,135.1332,23.1424,126.5255,,11.66,17.16,11.5191,162.5809,10.8147,13.16,20.18,10.24,18.95,10.755,57.806,12.042,20.35,26.77,12.27
15.1929,13.8789,22.1317,20.1421,33.2575,136.4955,23.375,127.7973,,11.88,17.48,11.6107,163.8739,10.9005,13.45,20.63,10.47,19.37,10.802,58.06,12.096,20.5,26.97,12.36
14.841,13.557,21.619,19.6749,32.6242,133.8964,22.9292,125.36,,11.43,16.82,11.4696,161.883,10.7678,12.86,19.72,10.01,18.52,10.668,57.343,11.943,20.2,26.57,12.17
15.1185,13.8091,22.0233,20.0407,32.7577,134.4434,23.0207,125.8603,,11.7,17.22,11.6228,164.0448,10.9108,13.26,20.34,10.32,19.1,10.748,57.771,12.034,20.29,26.68,12.22
15.2766,13.953,22.2536,20.2496,33.0063,135.4636,23.1947,126.8115,,12.07,17.76,11.7059,165.2177,10.9885,13.65,20.94,10.63,19.66,10.773,57.903,12.062,20.2,26.56,12.17
15.6043,14.2518,22.7309,20.6832,33.3735,136.9706,23.452,128.2183,,12.28,18.07,11.8399,167.1083,11.114,13.98,21.44,10.88,20.13,10.923,58.71,12.23,20.57,27.05,12.39
15.973,14.5881,23.2681,21.1712,34.0127,139.5939,23.9005,130.6701,,12.53,18.43,12.1095,170.9137,11.3668,14.4,22.1,11.21,20.74,11.216,60.286,12.559,21.24,27.93,12.8
15.1509,13.8354,22.0706,20.0789,32.5923,133.7646,22.8995,125.1976,,11.54,16.98,11.555,163.087,10.8452,13.32,20.43,10.37,19.18,10.632,57.146,11.906,20.64,27.15,12.44
14.9219,13.6258,21.737,19.7747,32.1378,131.9001,22.5795,123.4481,,11.34,16.69,11.475,161.958,10.7699,13.07,20.05,10.17,18.82,10.595,56.946,11.865,20.55,27.03,12.38
15.0954,13.7837,21.9897,20.0039,32.567,133.6618,22.8804,125.0929,,11.61,17.08,11.574,163.3559,10.8626,13.39,20.54,10.42,19.28,10.582,56.88,11.852,20.68,27.2,12.46
14.9522,13.6525,21.7811,19.8135,32.345,132.7508,22.7238,124.2366,,11.53,16.97,11.4591,161.7337,10.7544,13.3,20.41,10.35,19.16,10.465,56.249,11.72,20.46,26.91,12.33
15.1075,13.7938,22.0074,20.0186,32.139,131.9051,22.5783,123.4413,,11.45,16.84,11.5404,162.8814,10.8305,13.22,20.28,10.29,19.04,10.433,56.078,11.685,20.42,26.85,12.3
15.1373,13.8195,22.0507,20.0559,32.3482,132.7636,22.7232,124.2333,,11.24,16.53,11.5117,162.4757,10.8026,13.12,20.12,10.21,18.88,10.397,55.885,11.646,20.58,27.07,12.4
15.0815,13.7682,21.9695,19.9814,32.5029,133.3986,22.8311,124.8237,,11.24,16.54,11.516,162.5374,10.8065,13.15,20.17,10.23,18.93,10.377,55.774,11.623,20.82,27.38,12.54
15.3007,13.9677,22.2887,20.271,33.0087,135.4743,23.1857,126.7624,,11.63,17.11,11.7037,165.1863,10.9823,13.53,20.77,10.53,19.49,10.629,57.129,11.906,21.04,27.67,12.67
15.027,13.7174,21.89,19.9076,32.5398,133.5497,22.8556,124.9576,,11.32,16.65,11.4747,161.954,10.7671,13.17,20.2,10.25,18.96,10.388,55.835,11.637,20.63,27.13,12.42
14.9341,13.6321,21.7548,19.7839,32.4522,133.19,22.7934,124.6172,,11.22,16.51,11.4928,162.2097,10.7839,13.03,20,10.14,18.77,10.413,55.968,11.665,20.64,27.15,12.43
14.3096,13.0606,20.8451,18.9544,31.4945,129.2597,22.1187,120.9285,,10.53,15.49,11.1163,156.8961,10.4299,12.25,18.8,9.53,17.64,10.046,53.997,11.255,20.17,26.52,12.14
14.3896,13.1331,20.9616,19.0597,31.8581,130.7535,22.3736,122.3221,,10.52,15.48,11.2116,158.2416,10.519,12.3,18.86,9.57,17.7,10.036,53.942,11.244,20.62,27.12,12.42
14.7296,13.4428,21.4568,19.5091,32.3001,132.5676,22.6833,124.0155,,10.71,15.76,11.419,161.1679,10.7133,12.52,19.21,9.74,18.02,10.242,55.051,11.475,21,27.61,12.64
14.8048,13.511,21.5664,19.6081,32.39,132.9366,22.7457,124.3568,,10.67,15.69,11.4288,161.3064,10.7222,12.41,19.04,9.65,17.86,10.291,55.315,11.531,21.26,27.96,12.8
14.6545,13.3733,21.3474,19.4082,32.0169,131.4056,22.4831,122.9208,,10.35,15.23,11.3634,160.3839,10.6606,12.09,18.55,9.41,17.41,10.198,54.812,11.426,21.33,28.05,12.84
14.7041,13.4165,21.4197,19.471,31.9172,130.9961,22.4102,122.5225,,10.42,15.33,11.3169,159.7268,10.6159,12.07,18.53,9.39,17.38,10.231,54.99,11.465,21.28,27.98,12.81
14.9025,13.597,21.7087,19.7329,32.4355,133.1233,22.7734,124.5082,,10.95,16.11,11.5557,163.0981,10.8397,12.65,19.41,9.84,18.21,10.497,56.421,11.763,21.47,28.23,12.92
15.2358,13.9005,22.1942,20.1734,32.6856,134.1498,22.9483,125.4643,,11.19,16.46,11.7578,165.95,11.029,12.87,19.75,10.01,18.53,10.662,57.307,11.949,21.66,28.48,13.04
15.3519,14.0059,22.3633,20.3264,32.9726,135.3277,23.1491,126.562,,11.31,16.64,11.8807,167.6849,11.144,13.01,19.97,10.12,18.73,10.793,58.013,12.096,21.97,28.89,13.22
15.7097,14.3307,22.8846,20.7978,34.0074,139.5749,23.8733,130.5218,,11.62,17.09,12.0789,170.4829,11.3291,13.43,20.6,10.44,19.32,11.008,59.169,12.338,22.37,29.42,13.47
15.907,14.5102,23.172,21.0582,34.6745,142.296,24.3377,133.0622,,11.85,17.43,12.2099,172.3318,11.4516,13.85,21.25,10.77,19.93,11.122,59.779,12.465,22.54,29.64,13.57
16.0062,14.6001,23.3164,21.1886,34.9728,143.52,24.5463,134.2027,,12.03,17.7,12.2844,173.3834,11.5212,14.1,21.63,10.97,20.29,11.199,60.196,12.553,22.54,29.64,13.57
15.9971,14.5912,23.3031,21.1757,34.7277,142.5141,24.3735,133.2577,,11.75,17.28,12.258,173.0109,11.4961,13.75,21.1,10.69,19.78,11.208,60.245,12.564,22.77,29.94,13.7
16.2381,14.8105,23.6543,21.494,35.3279,144.9776,24.794,135.5569,,12.02,17.69,12.4161,175.2412,11.644,14.04,21.54,10.92,20.2,11.471,61.657,12.859,23.08,30.35,13.89
16.1443,14.7232,23.5176,21.3674,35.3431,145.0398,24.8023,135.6022,,12.09,17.79,12.4265,175.3884,11.6529,14.23,21.83,11.07,20.47,11.573,62.203,12.974,23.17,30.47,13.94
15.9551,14.5501,23.242,21.1162,34.8828,143.1511,24.4785,133.8322,,11.91,17.52,12.2788,173.3042,11.5141,14.04,21.54,10.91,20.19,11.392,61.234,12.772,23,30.25,13.84
16.056,14.6415,23.389,21.2488,35.2897,144.8209,24.7633,135.3889,,12.06,17.74,12.3321,174.0563,11.5638,14.23,21.83,11.06,20.47,11.466,61.631,12.855,23.07,30.34,13.88
15.7503,14.3623,22.9437,20.8435,34.6874,142.3488,24.3398,133.0734,,11.83,17.41,12.1281,171.1764,11.3722,13.96,21.42,10.85,20.08,11.28,60.631,12.647,22.68,29.83,13.65
15.8282,14.4327,23.0571,20.9458,34.7701,142.6882,24.397,133.3864,,11.92,17.54,12.1957,172.1309,11.4353,14.1,21.63,10.96,20.28,11.339,60.947,12.713,22.89,30.1,13.77
15.6251,14.2459,22.7613,20.6746,34.2638,140.6099,24.0394,131.431,,11.57,17.02,12.0246,169.7147,11.2739,13.76,21.11,10.7,19.79,11.154,59.953,12.507,22.69,29.84,13.65
15.8329,14.4348,23.0641,20.9489,34.371,141.0501,24.1139,131.8383,,11.81,17.37,12.1509,171.4975,11.3921,13.97,21.43,10.86,20.09,11.184,60.112,12.541,22.71,29.86,13.66
15.713,14.325,22.8894,20.7894,34.4625,141.4252,24.1773,132.1848,,11.78,17.34,12.1654,171.7031,11.4054,13.92,21.36,10.82,20.02,11.17,60.037,12.525,22.64,29.77,13.62
15.9675,14.5564,23.2601,21.1253,35.1039,144.0575,24.6265,134.6409,,12.19,17.93,12.3375,174.132,11.5664,14.36,22.03,11.16,20.65,11.456,61.577,12.847,22.91,30.13,13.78
16.151,14.7231,23.5274,21.3673,35.4158,145.3372,24.8445,135.8326,,12.41,18.26,12.5105,176.5728,11.7282,14.76,22.65,11.47,21.23,11.627,62.497,13.039,22.96,30.19,13.81
16.2315,14.7948,23.6447,21.4713,35.7898,146.8717,25.1046,137.2547,,12.56,18.48,12.5695,177.4055,11.7826,15.09,23.15,11.73,21.7,11.781,63.325,13.213,23.16,30.46,13.93
16.4057,14.953,23.8984,21.7008,36.2462,148.7447,25.4241,139.0014,,12.78,18.81,12.77,180.2357,11.9703,15.53,23.83,12.07,22.34,12,64.501,13.458,23.51,30.92,14.14
16.2296,14.7919,23.6418,21.467,36.018,147.8069,25.2631,138.1214,,12.37,18.2,12.4993,176.4148,11.7162,15.01,23.03,11.67,21.58,11.786,63.351,13.219,23.25,30.57,13.98
16.287,14.8436,23.7254,21.5421,36.0389,147.8923,25.277,138.1976,,12.41,18.26,12.4876,176.2505,11.705,15.15,23.24,11.77,21.78,11.771,63.271,13.202,23.34,30.7,14.04
16.3723,14.9208,23.8498,21.6542,36.0825,148.0715,25.307,138.3614,,12.45,18.32,12.6044,177.8989,11.8142,15.1,23.17,11.74,21.71,11.91,64.017,13.358,23.46,30.86,14.11
16.2521,14.8096,23.6746,21.4927,35.7936,146.8857,25.1023,137.2425,,12.32,18.12,12.5023,176.4583,11.7176,14.9,22.86,11.58,21.42,11.761,63.218,13.193,23.27,30.61,14
16.3267,14.877,23.7833,21.5905,35.7063,146.5276,25.0404,136.9039,,12.35,18.16,12.5042,176.484,11.719,14.88,22.84,11.57,21.4,11.74,63.105,13.169,23.26,30.59,13.99
16.4564,14.9946,23.9723,21.7613,35.9429,147.4986,25.2056,137.807,,12.66,18.62,12.5728,177.4532,11.783,15.22,23.35,11.82,21.87,11.86,63.746,13.303,23.27,30.6,13.99
16.6069,15.1312,24.1916,21.9595,36.1113,148.1897,25.323,138.4488,,12.71,18.7,12.6981,179.2215,11.9001,15.32,23.51,11.91,22.03,11.954,64.252,13.409,23.63,31.08,14.21
16.7203,15.2339,24.3567,22.1085,36.4145,149.4337,25.5348,139.6071,,12.68,18.65,12.8014,180.6792,11.9966,15.31,23.49,11.9,22.01,12.04,64.714,13.507,23.79,31.29,14.31
16.9893,15.4772,24.7486,22.4616,36.757,150.8393,25.7727,140.9074,,12.87,18.93,12.9131,182.2559,12.1003,15.57,23.89,12.1,22.38,12.233,65.755,13.725,24.08,31.67,14.48
17.0451,15.5275,24.8299,22.5346,36.9853,151.7762,25.9319,141.7782,,13.11,19.29,12.9349,182.5638,12.1204,16.03,24.6,12.45,23.04,12.233,65.751,13.724,24,31.56,14.43
16.9235,15.4161,24.6527,22.3729,36.7605,150.8539,25.7736,140.9123,,13.05,19.21,12.823,180.9846,12.0153,15.85,24.32,12.32,22.78,12.168,65.402,13.652,23.81,31.31,14.31
17.056,15.5362,24.8457,22.5472,37.0312,151.9645,25.9625,141.9451,,13.2,19.43,12.9268,182.449,12.1122,16.06,24.64,12.48,23.08,12.252,65.853,13.746,24.02,31.59,14.44
17.0213,15.504,24.7952,22.5005,36.8153,151.0786,25.8103,141.1133,,12.96,19.06,12.8911,181.9455,12.0785,15.83,24.29,12.29,22.75,12.177,65.451,13.663,23.9,31.44,14.37
16.9136,15.4041,24.6383,22.3556,36.7298,150.7278,25.748,140.7726,,12.79,18.82,12.9265,182.4451,12.1107,15.69,24.08,12.19,22.55,12.17,65.416,13.656,24.1,31.7,14.49
16.641,15.1553,24.2412,21.9944,36.1899,148.5121,25.3687,138.6989,,12.48,18.36,12.7558,180.0359,11.9505,15.28,23.44,11.87,21.95,11.939,64.17,13.396,23.74,31.22,14.27
16.5825,15.1014,24.156,21.9162,36.0052,147.754,25.2385,137.9868,,12.47,18.34,12.7344,179.7334,11.9301,15.22,23.34,11.82,21.86,11.875,63.83,13.326,23.85,31.37,14.34
16.6459,15.1586,24.2484,21.9992,36.1215,148.2311,25.3192,138.4279,,12.59,18.53,12.8757,181.7279,12.0622,15.33,23.53,11.91,22.03,11.982,64.402,13.445,24.15,31.76,14.51
16.8644,15.3569,24.5666,22.287,36.6667,150.4685,25.7006,140.513,,12.84,18.88,13.0804,184.6167,12.2536,15.63,23.98,12.14,22.46,12.26,65.9,13.758,23.38,32.06,13.65
16.9761,15.4568,24.7293,22.4321,37.0558,152.0649,25.9709,141.9908,,13.06,19.21,13.216,186.5303,12.3797,15.92,24.42,12.36,22.86,12.295,66.088,13.799,23.46,32.17,13.69
17.2258,15.6836,25.0931,22.7612,37.1499,152.4512,26.036,142.3471,,13.32,19.59,13.3522,188.4529,12.5069,16.05,24.63,12.46,23.06,12.507,67.224,14.036,23.52,32.25,13.73
17.1381,15.6032,24.9653,22.6445,37.126,152.3532,26.0185,142.2511,,13.38,19.68,13.2765,187.3841,12.4356,16,24.55,12.42,22.99,12.489,67.126,14.016,23.52,32.25,13.73
17.3611,15.8056,25.2902,22.9382,37.4226,153.5702,26.2255,143.383,,13.47,19.81,13.3198,187.9961,12.4759,16.14,24.76,12.53,23.18,12.599,67.722,14.14,23.68,32.48,13.83
17.2545,15.708,25.1349,22.7965,36.9537,151.6463,25.8961,141.5823,,13.27,19.52,13.2829,187.4753,12.441,15.91,24.41,12.35,22.85,12.54,67.405,14.075,23.61,32.38,13.78
17.1296,15.5924,24.9529,22.6288,36.659,150.4367,25.6873,140.4406,,12.89,18.97,13.2082,186.4209,12.37,15.57,23.89,12.09,22.36,12.418,66.747,13.938,23.5,32.22,13.71
17.4155,15.8521,25.3695,23.0057,36.8679,151.294,25.8331,141.2373,,12.98,19.09,13.3615,188.5842,12.5132,15.8,24.25,12.27,22.7,12.468,67.015,13.994,23.82,32.67,13.9
17.2918,15.7389,25.1893,22.8414,36.848,151.2124,25.8185,141.1576,,12.89,18.97,13.2728,187.3315,12.4297,15.8,24.25,12.27,22.7,12.44,66.864,13.963,23.8,32.63,13.89
17.1962,15.6513,25.05,22.7143,36.7368,150.7563,25.7399,140.7283,,12.7,18.68,13.1589,185.7248,12.3227,15.59,23.93,12.11,22.39,12.27,65.952,13.773,23.69,32.48,13.83
17.1491,15.6078,24.9814,22.6512,36.9199,151.5074,25.8675,141.4258,,12.64,18.59,13.203,186.347,12.3637,15.52,23.81,12.05,22.29,12.253,65.857,13.754,23.87,32.73,13.93
17.0225,15.4908,24.797,22.4814,36.5707,150.0746,25.6209,140.0776,,12.38,18.22,13.0526,184.2245,12.2218,15.15,23.25,11.76,21.76,12.171,65.419,13.664,23.63,32.41,13.79
17.3447,15.7834,25.2663,22.906,36.9754,151.7353,25.9038,141.6241,,12.64,18.6,13.24,186.8688,12.3969,15.4,23.62,11.95,22.11,12.375,66.515,13.893,23.68,32.47,13.82
17.3657,15.8019,25.2969,22.9329,37.0547,152.0606,25.9587,141.9241,,12.66,18.62,13.2501,187.0123,12.4061,15.44,23.68,11.98,22.16,12.364,66.457,13.881,23.79,32.63,13.88
17.5067,15.9296,25.5023,23.1182,37.095,152.2259,25.9862,142.0748,,12.76,18.77,13.4018,189.1525,12.5477,15.55,23.85,12.07,22.32,12.44,66.866,13.967,23.99,32.9,14
17.4853,15.9095,25.4711,23.0891,37.4532,153.6959,26.2365,143.4431,,12.82,18.86,13.3823,188.878,12.5291,15.66,24.03,12.16,22.49,12.427,66.793,13.952,23.98,32.88,13.99
17.4018,15.8317,25.3494,22.9761,37.7523,154.9235,26.444,144.5777,,12.87,18.94,13.4603,189.9788,12.6011,15.72,24.11,12.2,22.56,12.613,67.797,14.163,24.27,33.28,14.16
17.3815,15.8126,25.3199,22.9484,37.8168,155.1883,26.4885,144.821,,13,19.13,13.4746,190.1809,12.6141,15.82,24.27,12.27,22.7,12.726,68.404,14.29,24.26,33.27,14.15
