Motilal Oswal Focused 25 Fund (MOF25) - Direct Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25) - Regular Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,SBI FOCUSED EQUITY FUND - DIRECT PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,SBI FOCUSED EQUITY FUND - REGULAR  PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,Baroda Banking And Financial Services Fund - Plan A - Bonus Option,Baroda Banking and Financial Services Fund - Plan A - Dividend,Baroda Banking and Financial Services Fund - Plan A - Growth Option,Sundaram Select Focus - Direct Plan - Dividend Option,Sundaram Select Focus - Direct Plan - Growth Option,Sundaram Select Focus-Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,HDFC Focused 30 Fund - DIVIDEND,HDFC Focused 30 Fund - GROWTH,HDFC Focused 30 Fund -Direct Plan - Dividend Option,ICICI Prudential Focused Equity Fund - Direct Plan - Dividend,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Focused Equity Fund - Dividend
17.0359,15.3928,23.1275,21.2386,36.2497,148.7735,25.6771,140.3818,,15.83,23.29,13.6174,186.0437,12.8842,20.78,29.58,16.31,28,16.122,76.023,17.703,23.96,31.51,14.54
16.878,15.2497,22.913,21.0411,36.0651,148.0159,25.5457,139.6632,,15.76,23.2,13.5983,185.7821,12.8659,20.48,29.16,16.08,27.6,15.954,75.233,17.519,23.86,31.37,14.48
16.9108,15.2789,22.9575,21.0813,35.9772,147.6551,25.4828,139.319,,15.79,23.24,13.6101,185.9438,12.8768,20.54,29.24,16.12,27.67,15.935,75.143,17.499,23.88,31.4,14.49
17.049,15.4034,23.1452,21.2531,36.144,148.3396,25.6002,139.9612,,15.89,23.38,13.6996,187.1666,12.9612,20.84,29.67,16.36,28.09,15.948,75.205,17.513,23.8,31.3,14.45
16.89,15.2583,22.9293,21.053,36.0531,147.9667,25.5338,139.5982,,15.86,23.34,13.6497,186.4846,12.9132,20.83,29.66,16.35,28.07,15.787,74.443,17.337,23.59,31.02,14.31
16.7656,15.1456,22.7605,20.8974,35.7827,146.8567,25.3416,138.5474,,15.71,23.11,13.5688,185.3793,12.8364,20.53,29.23,16.11,27.66,15.576,73.451,17.106,23.39,30.76,14.19
16.8547,15.2256,22.8814,21.0078,35.933,147.4734,25.4474,139.1256,,15.7,23.11,13.5581,185.2327,12.826,20.66,29.41,16.21,27.84,15.678,73.93,17.218,23.57,31,14.3
16.6922,15.0784,22.6608,20.8047,35.5499,145.9011,25.1754,137.6388,,15.47,22.76,13.4201,183.348,12.6952,20.42,29.07,16.02,27.51,15.449,72.852,16.968,23.24,30.56,14.1
16.747,15.1274,22.7352,20.8723,35.4217,145.3748,25.084,137.1386,,15.42,22.69,13.4694,184.0209,12.7415,20.28,28.88,15.92,27.33,15.272,72.014,16.773,23.16,30.46,14.05
16.521,14.922,22.4284,20.5889,34.8931,143.2053,24.7077,135.0813,,15.15,22.29,13.3027,181.743,12.583,19.99,28.47,15.69,26.94,14.993,70.7,16.468,22.98,30.22,13.95
16.7524,15.1306,22.7426,20.8767,35.2601,144.7114,24.9669,136.4984,,15.35,22.58,13.4372,183.5816,12.71,20.27,28.85,15.9,27.3,15.154,71.457,16.644,23.09,30.36,14.01
16.6641,15.0503,22.6226,20.766,35.1055,144.0772,24.8568,135.8967,,15.23,22.4,13.3585,182.5064,12.6354,20.08,28.59,15.76,27.05,14.955,70.518,16.426,22.86,30.06,13.87
16.8824,15.2471,22.919,21.0374,35.4104,145.3284,25.072,137.0733,,15.43,22.71,13.5105,184.583,12.7789,20.34,28.97,15.96,27.41,15.144,71.411,16.634,23.24,30.57,14.1
17.0373,15.3865,23.1293,21.2298,35.5289,145.8146,25.1552,137.5282,,15.64,23.02,13.5741,185.4518,12.8388,20.6,29.34,16.17,27.76,15.249,71.908,16.75,23.24,30.56,14.1
16.6994,15.0796,22.6705,20.8064,34.7195,142.4928,24.5796,134.381,,15.25,22.44,13.3808,182.8107,12.6549,20.07,28.58,15.75,27.04,14.969,70.584,16.443,22.74,29.9,13.79
16.7743,15.1468,22.7723,20.8992,34.891,143.1966,24.7003,135.0412,,15.37,22.62,13.5139,184.6289,12.7805,20.39,29.03,16,27.47,15.159,71.481,16.653,22.9,30.12,13.89
16.8833,15.2444,22.9203,21.0338,35.0254,143.7481,24.7941,135.5542,,15.46,22.75,13.534,184.9037,12.7991,20.59,29.32,16.16,27.74,15.211,71.727,16.711,22.94,30.17,13.91
16.8606,15.2225,22.8894,21.0036,34.8938,143.2078,24.699,135.0339,,15.44,22.71,13.5775,185.4982,12.8394,20.58,29.3,16.14,27.71,15.228,71.809,16.731,22.98,30.23,13.94
16.8737,15.2339,22.9072,21.0193,34.9059,143.2575,24.7069,135.0773,,15.36,22.6,13.4956,184.3786,12.7617,20.34,28.96,15.96,27.4,15.116,71.28,16.608,22.96,30.19,13.92
16.8328,15.1965,22.8517,20.9677,34.6712,142.2941,24.5401,134.1654,,15.23,22.41,13.3862,182.8841,12.658,20.09,28.61,15.76,27.06,14.902,70.272,16.373,22.7,29.86,13.77
16.6758,15.0544,22.6386,20.7716,34.2994,140.7682,24.2764,132.7232,,14.84,21.84,13.1961,180.2878,12.4781,19.55,27.84,15.34,26.33,14.546,68.593,15.983,22.37,29.42,13.57
16.6577,15.0376,22.614,20.7484,34.4531,141.4002,24.3847,133.3153,,14.83,21.82,13.2621,181.1891,12.5402,19.54,27.82,15.33,26.31,14.678,69.216,16.128,22.75,29.92,13.8
17.064,15.403,23.1655,21.2527,34.9936,143.6183,24.7653,135.3958,,15.32,22.54,13.5455,185.0606,12.8074,20.19,28.75,15.84,27.19,14.985,70.663,16.466,22.94,30.17,13.91
17.1831,15.5101,23.3272,21.4004,35.2635,144.726,24.9556,136.4363,,15.44,22.72,13.617,186.0378,12.8748,20.39,29.03,15.99,27.45,15.196,71.655,16.698,23,30.25,13.95
17.0816,15.4181,23.1895,21.2734,35.0182,143.7194,24.7813,135.4835,,15.3,22.51,13.3347,185.1862,12.5956,20.2,28.77,15.85,27.2,15.063,71.03,16.552,22.82,30.01,13.84
16.9626,15.3102,23.0279,21.1246,34.7925,142.7932,24.6209,134.6066,,15.06,22.15,13.2136,183.5049,12.4811,19.92,28.37,15.62,26.82,15.005,70.757,16.489,22.85,30.05,13.85
17.0871,15.4221,23.1969,21.279,34.9179,143.3077,24.7089,135.0878,,15.16,22.31,13.2777,184.3949,12.5414,20.1,28.61,15.76,27.06,15.031,70.88,16.518,23.03,30.28,13.96
16.7771,15.1405,22.776,20.8905,34.5453,141.7784,24.4425,133.6312,,14.84,21.84,12.9842,180.3191,12.2632,19.68,28.01,15.43,26.49,14.749,69.546,16.209,22.6,29.72,13.7
16.801,15.1617,22.8085,20.9197,34.6811,142.3359,24.5379,134.153,,14.98,22.05,13.0396,181.0881,12.3153,19.79,28.17,15.52,26.64,14.94,70.451,16.42,22.73,29.89,13.78
16.7824,15.1445,22.7833,20.8959,34.7092,142.4513,24.5571,134.2579,,14.88,21.89,13.0345,181.0176,12.3102,19.67,28,15.42,26.48,15.108,71.242,16.605,22.97,30.21,13.93
16.9038,15.2536,22.9481,21.0465,35.1535,144.2746,24.8708,135.9725,,14.99,22.06,13.1658,182.8406,12.434,19.85,28.26,15.56,26.71,15.278,72.041,16.792,23.17,30.47,14.05
17.0022,15.3411,23.0817,21.1672,35.3244,144.976,24.9895,136.6221,,15.16,22.31,13.2141,183.5118,12.4789,19.95,28.41,15.64,26.86,15.327,72.273,16.847,23.23,30.55,14.08
17.0585,15.391,23.1581,21.236,35.4414,145.4562,25.0709,137.0669,,15.24,22.43,13.2075,183.4203,12.4722,20.1,28.62,15.76,27.05,15.407,72.651,16.936,23.22,30.54,14.07
17.0933,15.422,23.2054,21.2788,35.3719,145.1711,25.021,136.7943,,15.28,22.49,13.16,182.7604,12.4271,20.25,28.83,15.87,27.25,15.344,72.355,16.867,23.06,30.32,13.97
17.187,15.506,23.3325,21.3947,35.515,145.758,25.1214,137.3434,,15.41,22.68,13.2725,184.3231,12.5331,20.33,28.94,15.93,27.36,15.528,73.22,17.07,23.21,30.53,14.07
17.1518,15.4729,23.2848,21.3491,35.5572,145.9314,25.1492,137.4952,,15.3,22.51,13.1901,183.1785,12.4546,20.15,28.69,15.79,27.12,15.367,72.464,16.894,23.12,30.4,14.01
16.9074,15.252,22.953,21.0443,35.0567,143.8771,24.7945,135.5559,,14.97,22.03,12.9912,180.4164,12.2665,19.76,28.14,15.49,26.59,15.099,71.197,16.6,22.8,29.99,13.82
16.9659,15.3044,23.0324,21.1165,35.1441,144.236,24.8556,135.89,,14.99,22.05,13.0299,180.9536,12.3028,19.8,28.19,15.52,26.64,15.245,71.886,16.76,22.88,30.09,13.87
16.7801,15.1363,22.7801,20.8846,34.8577,143.0604,24.6523,134.7787,,14.8,21.77,12.897,179.1074,12.1771,19.57,27.87,15.34,26.34,15.059,71.012,16.557,22.7,29.85,13.76
17.786,16.0432,24.1457,22.1359,36.4672,149.6659,25.7899,140.9978,,15.87,23.35,13.5593,188.3053,12.8022,21.03,29.94,16.48,28.29,15.775,74.385,17.344,23.4,30.77,14.18
18.4279,16.6208,25.0171,22.9328,37.4622,153.75,26.4914,144.8331,,16.64,24.49,13.9855,194.2242,13.2038,21.9,31.19,17.17,29.47,16.305,76.887,17.929,23.66,31.11,14.33
18.4379,16.6294,25.0308,22.9447,37.4246,153.5954,26.464,144.6835,,16.5,24.28,13.907,193.1343,13.1295,21.67,30.85,16.98,29.15,16.33,77.002,17.956,23.59,31.02,14.29
18.2821,16.4883,24.8192,22.7501,37.1479,152.4601,26.2676,143.6097,,16.22,23.86,13.7265,190.6275,12.9588,21.31,30.35,16.7,28.67,16.098,75.908,17.701,23.2,30.51,14.06
18.4718,16.659,25.0768,22.9856,37.6218,154.4054,26.6019,145.4378,,16.42,24.16,13.8588,192.4648,13.0834,21.68,30.87,16.99,29.17,16.325,76.98,17.952,23.4,30.78,14.18
18.4952,16.6795,25.1085,23.0139,37.7303,154.8506,26.6779,145.8529,,16.4,24.12,13.8633,192.5272,13.0874,21.62,30.78,16.94,29.09,16.237,76.564,17.855,23.35,30.71,14.15
18.4584,16.645,25.0586,22.9662,37.5894,154.2721,26.5759,145.2955,,16.08,23.66,13.7589,191.0771,12.9881,21.19,30.16,16.6,28.5,16.151,76.16,17.762,23.47,30.87,14.22
18.4459,16.6332,25.0416,22.95,37.2049,152.6939,26.3033,143.805,,15.93,23.44,13.6167,189.1029,12.8536,20.92,29.79,16.39,28.14,15.96,75.258,17.552,23.18,30.49,14.04
18.3273,16.5251,24.8805,22.8009,36.9216,151.5312,26.1015,142.7017,,15.83,23.29,13.551,188.1899,12.791,20.75,29.55,16.26,27.91,15.967,75.292,17.561,23.19,30.49,14.05
18.0369,16.2628,24.4863,22.4389,36.4331,149.5267,25.7554,140.8098,,15.48,22.78,13.3782,185.7908,12.6277,20.42,29.07,16,27.47,15.714,74.099,17.283,23.08,30.35,13.98
17.8658,16.107,24.254,22.2239,36.3551,149.2067,25.6981,140.4963,,15.49,22.79,13.3473,185.3612,12.5977,20.35,28.97,15.94,27.37,15.535,73.253,17.087,22.9,30.12,13.87
18.1589,16.3701,24.6519,22.587,36.8663,151.3047,26.0579,142.4636,,15.96,23.49,13.6126,189.0451,12.8476,20.89,29.74,16.36,28.09,15.794,74.476,17.373,23.08,30.35,13.98
17.9913,16.2185,24.4244,22.3779,36.6864,150.5659,25.9299,141.7639,,15.67,23.06,13.5448,188.1035,12.7834,20.58,29.3,16.12,27.67,15.634,73.72,17.197,23.05,30.32,13.96
18.0761,16.2945,24.5395,22.4826,36.8536,151.2519,26.0473,142.4058,,15.73,23.15,13.615,189.0792,12.8494,20.83,29.65,16.31,28.01,15.71,74.081,17.282,23.09,30.37,13.99
18.1238,16.3359,24.6043,22.5398,37.0964,152.2485,26.2167,143.3318,,15.74,23.16,13.6475,189.5308,12.8794,20.8,29.61,16.29,27.96,15.699,74.026,17.271,23.24,30.57,14.08
18.3357,16.5264,24.892,22.8026,37.0808,152.1844,26.2049,143.2674,,15.88,23.37,13.7285,190.6544,12.9555,21.03,29.94,16.47,28.28,15.809,74.546,17.392,23.28,30.62,14.1
18.4142,16.5966,24.9985,22.8995,37.2434,152.852,26.3191,143.8917,,15.92,23.42,13.7612,191.1093,12.9862,21.09,30.02,16.51,28.35,15.811,74.558,17.396,23.24,30.56,14.07
18.5791,16.7447,25.2224,23.1038,37.6686,154.5971,26.6188,145.5303,,16.07,23.65,13.882,192.7863,13.0999,21.36,30.42,16.73,28.72,15.955,75.236,17.554,23.45,30.84,14.2
18.673,16.8287,25.3498,23.2198,38.229,156.8971,27.0141,147.6913,,16.14,23.75,13.988,194.2582,13.1996,21.43,30.52,16.78,28.82,16.136,76.091,17.754,23.53,30.95,14.25
18.7796,16.9227,25.4947,23.3495,38.1872,156.7256,26.9814,147.5129,,16.3,23.99,13.989,194.2732,13.1996,21.61,30.78,16.92,29.06,16.099,75.917,17.715,23.17,30.47,14.03
18.8184,16.9571,25.5473,23.3969,38.1163,156.4344,26.9305,147.2345,,16.37,24.09,14.0027,194.4624,13.2122,21.66,30.84,16.96,29.12,16.087,75.86,17.702,23.15,30.45,14.02
18.8029,16.9426,25.5263,23.3769,38.0165,156.0252,26.8593,146.8451,,16.24,23.9,14.0558,195.2,13.2621,21.58,30.72,16.89,29,15.944,75.182,17.544,23.01,30.26,13.93
18.8057,16.9446,25.53,23.3796,38.0792,156.2823,26.9028,147.0828,,16.35,24.05,14.0266,194.7945,13.2343,21.69,30.88,16.98,29.15,16.036,75.619,17.647,22.98,30.23,13.92
19.1229,17.2282,25.9607,23.771,38.3966,157.5848,27.1239,148.2917,,16.53,24.32,14.215,197.4113,13.411,22.12,31.49,17.31,29.72,16.348,77.091,17.992,23.38,30.74,14.15
19.2121,17.308,26.0817,23.881,38.6565,158.6519,27.3067,149.2915,,16.55,24.35,14.2445,197.8206,13.4385,22.17,31.56,17.35,29.79,16.463,77.631,18.118,23.74,31.23,14.37
19.1405,17.2429,25.9845,23.7913,38.7719,159.1257,27.3875,149.733,,16.54,24.34,14.2397,197.7537,13.4337,22.14,31.52,17.33,29.75,16.584,78.199,18.251,23.97,31.53,14.51
18.9792,17.0971,25.7655,23.59,38.8628,159.4985,27.4508,150.0794,,16.64,24.48,14.2499,197.896,13.4431,22.32,31.78,17.47,29.99,16.675,78.633,18.353,23.94,31.48,14.49
18.9738,17.0906,25.7582,23.5811,38.9898,160.0199,27.5382,150.5571,,16.71,24.58,14.2827,198.3516,13.4733,22.39,31.88,17.52,30.09,16.802,79.229,18.493,23.95,31.5,14.5
18.8925,17.0168,25.6479,23.4793,38.9028,159.6626,27.4759,150.2164,,16.68,24.55,14.2737,198.227,13.4645,22.35,31.82,17.49,30.03,16.703,78.761,18.384,23.94,31.49,14.49
18.9904,17.1044,25.7808,23.6002,38.9525,159.8667,27.5102,150.4042,,16.86,24.8,14.3415,199.1674,13.5282,22.44,31.95,17.56,30.15,16.763,79.044,18.45,23.89,31.42,14.46
19.1122,17.2136,25.9462,23.7509,38.97,159.9381,27.5217,150.4672,,16.92,24.89,14.3817,199.7267,13.5659,22.58,32.15,17.67,30.34,16.746,78.965,18.432,23.97,31.52,14.51
18.981,17.0949,25.768,23.587,38.7071,158.8593,27.3353,149.448,,16.95,24.93,14.294,198.5089,13.4829,22.55,32.11,17.65,30.3,16.548,78.032,18.215,23.66,31.12,14.32
19.031,17.1383,25.8359,23.6469,38.8958,159.6337,27.4662,150.1635,,17.09,25.15,14.3377,199.1157,13.5233,22.68,32.29,17.75,30.47,16.603,78.292,18.277,23.74,31.22,14.37
19.112,17.2101,25.9458,23.746,38.4522,157.8133,27.1514,148.4426,,16.9,24.87,14.2291,197.6076,13.4204,22.51,32.05,17.62,30.24,16.41,77.382,18.065,23.42,30.8,14.17
19.1786,17.2695,26.0363,23.828,38.507,158.0381,27.1892,148.6496,,17.1,25.17,14.2869,198.4103,13.4748,22.67,32.28,17.74,30.45,16.416,77.408,18.071,23.48,30.88,14.21
19.1001,17.1983,25.9297,23.7297,39.0284,160.1779,27.5566,150.658,,17.22,25.34,14.3411,199.1628,13.5256,22.74,32.38,17.8,30.55,16.473,77.68,18.135,23.55,30.98,14.25
19.0177,17.1224,25.8178,23.625,39.1119,160.5204,27.6132,150.9672,,17.19,25.29,14.3473,199.2479,13.5306,22.7,32.32,17.76,30.49,16.517,77.884,18.184,23.7,31.17,14.34
19.0006,17.1064,25.7946,23.603,39.4398,161.8663,27.8439,152.2286,,17.21,25.32,14.4138,200.1718,13.5931,22.69,32.3,17.75,30.47,16.549,78.036,18.22,23.86,31.38,14.44
19.0436,17.1446,25.853,23.6556,39.5327,162.247,27.9086,152.5825,,17.18,25.27,14.4584,200.7917,13.6349,22.73,32.36,17.78,30.52,16.62,78.373,18.299,23.91,31.45,14.47
19.1067,17.2008,25.9386,23.7332,39.3513,161.5027,27.7797,151.878,,17.24,25.36,14.4118,200.1437,13.5906,22.75,32.39,17.8,30.55,16.492,77.767,18.158,23.65,31.11,14.31
18.9715,17.0785,25.7551,23.5645,39.0945,160.4488,27.5977,150.8827,,17.1,25.16,14.3538,199.3383,13.5357,22.62,32.2,17.69,30.37,16.484,77.73,18.15,23.66,31.12,14.32
19.1612,17.2476,26.0126,23.7977,39.6721,162.8194,28.003,153.0986,,17.29,25.44,14.5334,201.8323,13.7041,22.96,32.69,17.96,30.83,16.582,78.19,18.259,23.97,31.52,14.5
19.1072,17.1985,25.9393,23.7299,39.4538,161.9235,27.8481,152.2517,,17.36,25.55,14.5135,201.556,13.6851,22.98,32.72,17.97,30.86,16.478,77.701,18.145,23.72,31.2,14.35
19.1056,17.1965,25.9372,23.7272,39.6099,162.5638,27.9575,152.8499,,17.41,25.62,14.5338,201.8382,13.7039,23.07,32.84,18.04,30.97,16.496,77.789,18.166,23.81,31.31,14.4
19.1727,17.2563,26.0283,23.8098,39.664,162.7861,27.995,153.0548,,17.48,25.71,14.6104,202.9017,13.7759,23.29,33.16,18.21,31.27,16.598,78.269,18.278,23.92,31.45,14.47
19.1294,17.2167,25.9695,23.7552,39.5717,162.407,27.9291,152.6944,,17.45,25.68,14.53,201.7859,13.6999,23.27,33.13,18.19,31.24,16.526,77.929,18.199,23.86,31.37,14.43
19.0612,17.1537,25.8769,23.6682,39.5341,162.2528,27.9004,152.5376,,17.38,25.57,14.5562,202.149,13.7237,23.1,32.88,18.06,31,16.424,77.449,18.088,23.85,31.36,14.43
19.0765,17.1669,25.8976,23.6863,39.3926,161.6722,27.7998,151.9879,,17.32,25.49,14.5052,201.4416,13.6754,23.08,32.86,18.05,30.98,16.246,76.606,17.892,23.65,31.1,14.31
19.1025,17.1897,25.933,23.7179,39.6327,162.6576,27.9686,152.9105,,17.5,25.75,14.5458,202.0058,13.7134,23.17,32.99,18.12,31.1,16.311,76.915,17.965,23.76,31.25,14.37
19.1258,17.2101,25.9645,23.746,39.456,161.9322,27.8432,152.2247,,17.43,25.64,14.4967,201.3238,13.6668,23.09,32.87,18.05,30.99,16.232,76.542,17.878,23.59,31.02,14.27
19.0688,17.1583,25.8872,23.6745,39.0913,160.4355,27.5851,150.814,,17.3,25.45,14.3985,199.9593,13.5739,22.85,32.53,17.86,30.66,16.08,75.827,17.711,23.31,30.66,14.1
18.9844,17.0806,25.7726,23.5674,39.1074,160.5014,27.5942,150.8636,,17.27,25.41,14.4176,200.2254,13.5912,22.8,32.46,17.82,30.6,16.084,75.843,17.716,23.3,30.64,14.09
18.862,16.97,25.6065,23.4147,38.9534,159.8695,27.4847,150.2649,,17.27,25.41,14.3579,199.3954,13.5346,22.68,32.3,17.73,30.44,15.892,74.938,17.505,23.08,30.35,13.96
18.9234,17.0247,25.6899,23.4902,38.8578,159.4773,27.4164,149.8914,,17.37,25.55,14.4029,200.0205,13.5768,22.77,32.43,17.8,30.56,15.901,74.982,17.516,23.23,30.55,14.05
19.1012,17.1841,25.9312,23.7101,39.0786,160.3835,27.5713,150.7384,,17.53,25.8,14.4692,200.9417,13.639,23.03,32.79,18,30.91,16.087,75.857,17.721,23.28,30.61,14.08
19.2226,17.2927,26.0961,23.86,39.2761,161.194,27.7098,151.4953,,17.62,25.92,14.5679,202.3115,13.7317,23.19,33.02,18.13,31.12,16.308,76.901,17.965,23.41,30.79,14.16
19.2612,17.3257,26.1484,23.9055,39.137,160.6231,27.6091,150.9448,,17.6,25.9,14.5206,201.6545,13.6863,23.17,32.99,18.11,31.09,16.215,76.464,17.865,23.27,30.6,14.07
19.4968,17.5371,26.4683,24.1972,39.4225,161.7949,27.8097,152.0416,,17.72,26.07,14.6282,203.1496,13.7875,23.3,33.17,18.21,31.26,16.405,77.357,18.074,23.44,30.83,14.17
19.6023,17.6314,26.6115,24.3273,39.3596,161.5365,27.7645,151.7944,,17.78,26.16,14.4059,203.3263,13.5643,23.39,33.3,18.28,31.38,16.377,77.227,18.044,23.53,30.95,14.23
19.6864,17.7064,26.7256,24.4308,39.5427,162.2884,27.8929,152.4965,,17.74,26.11,14.4364,203.7561,13.5927,23.38,33.29,18.27,31.37,16.382,77.251,18.05,23.6,31.03,14.27
19.7284,17.7436,26.7826,24.4821,39.7777,163.2526,28.0578,153.398,,17.81,26.21,14.4618,204.1145,13.6163,23.51,33.47,18.37,31.54,16.435,77.5,18.109,23.58,31.01,14.26
19.7624,17.7725,26.8288,24.5219,39.8245,163.4446,28.0884,153.5655,,17.81,26.21,14.4644,204.1518,13.618,23.47,33.41,18.34,31.48,16.429,77.472,18.103,23.57,30.99,14.25
19.6866,17.7037,26.7259,24.427,39.7241,163.0329,28.017,153.1748,,17.76,26.13,14.417,203.4827,13.5731,23.43,33.36,18.31,31.43,16.348,77.089,18.014,23.55,30.97,14.24
19.5996,17.6243,26.6078,24.3176,39.5284,162.2295,27.8775,152.4124,,17.66,25.98,14.3198,202.111,13.4811,23.35,33.25,18.25,31.32,16.28,76.769,17.941,23.43,30.81,14.16
19.6902,17.7052,26.7308,24.4291,39.8627,163.6016,28.1126,153.6977,,17.85,26.26,14.4763,204.319,13.6281,23.57,33.56,18.42,31.62,16.504,77.825,18.188,23.58,31.01,14.26
19.7139,17.7247,26.7629,24.4561,39.8816,163.6789,28.1238,153.7587,,17.82,26.22,14.4663,204.1782,13.6179,23.53,33.5,18.38,31.56,16.494,77.776,18.178,23.67,31.12,14.31
19.5531,17.5796,26.5447,24.2559,39.8074,163.3744,28.0706,153.4682,,17.72,26.07,14.3661,202.7641,13.5233,23.45,33.39,18.32,31.46,16.453,77.583,18.133,23.68,31.15,14.32
19.5657,17.5904,26.5618,24.2707,39.7987,163.3387,28.0637,153.4303,,17.74,26.1,14.3804,202.9659,13.5364,23.45,33.39,18.32,31.45,16.527,77.932,18.215,23.75,31.24,14.36
19.6825,17.6949,26.7204,24.4148,39.9495,163.9575,28.1691,154.0069,,17.87,26.29,14.497,204.6112,13.6459,23.68,33.72,18.5,31.76,16.71,78.797,18.418,23.9,31.43,14.45
19.704,17.7135,26.7495,24.4406,39.8765,163.6579,28.1168,153.721,,17.71,26.06,14.4239,203.5804,13.5769,23.54,33.52,18.39,31.57,16.585,78.208,18.281,23.95,31.49,14.47
19.3606,17.4032,26.2834,24.0124,39.2903,161.2521,27.7011,151.448,,17.3,25.45,14.1914,200.2982,13.3572,23,32.75,17.97,30.84,16.152,76.166,17.805,23.7,31.17,14.32
19.5,17.5279,26.4726,24.1844,39.4419,161.8744,27.8072,152.0281,,17.41,25.61,14.2565,201.2165,13.4181,23.13,32.93,18.07,31.02,16.195,76.367,17.852,23.76,31.24,14.36
19.492,17.5201,26.4617,24.1737,39.4489,161.903,27.8113,152.0505,,17.44,25.67,14.2295,200.8362,13.3925,23.14,32.95,18.07,31.03,16.172,76.26,17.827,23.74,31.22,14.35
19.6321,17.6454,26.6519,24.3466,39.8629,163.6019,28.1023,153.6415,,17.75,26.12,14.4687,204.2116,13.6173,23.45,33.38,18.31,31.44,16.51,77.852,18.2,23.82,31.32,14.39
19.7025,17.7081,26.7475,24.4332,40.0096,164.204,28.2049,154.2025,,17.81,26.2,14.4947,204.5791,13.6415,23.45,33.39,18.31,31.44,16.562,78.096,18.257,23.94,31.48,14.46
19.7754,17.7719,26.8464,24.5211,40.2542,165.2089,28.375,155.1326,,17.82,26.22,14.5542,205.4181,13.6965,23.57,33.55,18.4,31.6,16.701,78.755,18.413,24.21,31.84,14.63
19.7514,17.7498,26.814,24.4907,40.3772,165.7138,28.4609,155.6019,,17.84,26.26,14.5838,205.8358,13.724,23.59,33.59,18.42,31.63,16.793,79.187,18.514,24.35,32.03,14.71
19.748,17.7461,26.8092,24.4856,40.4509,166.0159,28.5119,155.8808,,17.81,26.21,14.5796,205.7773,13.7198,23.51,33.47,18.36,31.52,16.856,79.483,18.584,24.42,32.11,14.75
19.8274,17.8169,26.9171,24.5832,40.7181,167.1129,28.6994,156.9061,,17.89,26.32,14.6136,206.2572,13.7515,23.61,33.62,18.44,31.66,16.813,79.281,18.537,24.39,32.08,14.74
19.7816,17.7751,26.8549,24.5256,41.0892,168.6357,28.96,158.331,,17.78,26.17,14.6467,206.7236,13.7822,23.54,33.52,18.38,31.56,16.78,79.126,18.501,24.46,32.16,14.78
19.5373,17.5539,26.5232,24.2203,40.9656,168.1284,28.8704,157.8409,,17.53,25.8,14.5277,205.0438,13.6692,23.2,33.03,18.12,31.1,16.635,78.445,18.343,24.31,31.97,14.68
19.4979,17.5179,26.4697,24.1707,40.779,167.3628,28.7381,157.1179,,17.44,25.66,14.4881,204.4857,13.6317,23.11,32.9,18.04,30.97,16.519,77.897,18.215,24.23,31.87,14.64
19.4233,17.4503,26.3684,24.0774,40.8164,167.5164,28.7637,157.2576,,17.3,25.46,14.414,203.4402,13.5617,22.96,32.7,17.93,30.78,16.374,77.211,18.055,24.17,31.78,14.6
19.525,17.5411,26.5065,24.2027,41.0149,168.3311,28.9028,158.0182,,17.45,25.68,14.5487,205.3401,13.688,23.11,32.9,18.04,30.97,16.532,77.959,18.231,24.45,32.16,14.77
19.668,17.669,26.7007,24.3792,41.2952,169.4814,29.0995,159.0936,,17.58,25.87,14.6581,206.8845,13.7906,23.24,33.09,18.14,31.15,16.609,78.321,18.316,24.5,32.22,14.8
19.6033,17.6091,26.6128,24.2965,40.9433,168.0372,28.8492,157.725,,17.39,25.58,14.5274,205.0402,13.6667,23.03,32.79,17.98,30.86,16.42,77.427,18.108,24.3,31.96,14.68
19.5759,17.584,26.5757,24.2618,40.796,167.4324,28.7446,157.153,,17.4,25.6,14.4578,204.0583,13.6009,22.99,32.73,17.95,30.81,16.332,77.011,18.011,24.11,31.71,14.56
19.6677,17.6658,26.7003,24.3748,41.0714,168.563,28.9379,158.2097,,17.46,25.69,14.5361,205.1629,13.6742,23.09,32.88,18.02,30.95,16.477,77.696,18.172,24.23,31.87,14.64
19.6539,17.6528,26.6815,24.3568,40.9037,167.8744,28.8189,157.5593,,17.38,25.57,14.4408,203.8175,13.5842,22.92,32.63,17.89,30.71,16.341,77.054,18.022,23.98,31.54,14.49
19.6671,17.6641,26.6995,24.3724,41.0143,168.3283,28.896,157.981,,17.42,25.63,14.4196,203.5187,13.564,22.97,32.71,17.93,30.79,16.187,76.332,17.854,23.84,31.35,14.4
